navn,adresse,postnummer,poststed
MASTERELV HANDEL AS,KOKELVVEIEN 25,9715,KOKELV
Nærbutikken Skaidi,SKAIDIPLASSEN 2,9620,KVALSUND
Circle K Kautokeino,FIEVROLUODDA 5,9522,KAUTOKEINO
Coop Prix Kvalsund,RÅDHUSVEGEN 4,9620,KVALSUND
COOP PRIX HAVØYSUND,Torget 2,9690,HAVØYSUND
MATKROKEN AVD.4404 GJESVÆR,WALSØENESVEGEN 13,9765,GJESVÆR
JOKER BREIVIKBOTN,STRANDGATA 21,9593,BREIVIKBOTN
EXTRA LAKSELV,ARNE M HOLDENS VEI 2,9700,LAKSELV
Bunnpris Rypefjord,MELLOMVEIEN 25,9610,RYPEFJORD
SAGA SKOLE,ASPEMYRA 12,9517,ALTA
Extra Honningsvåg,STORGATA 18,9750,HONNINGSVÅG
COOP MARKED BØRSELV,Børselv,9716,BØRSELV
FINNMARK DAGBLAD,Kirkeveien 9,9700,LAKSELV
HAVØYSUND SKOLE - AVIS I SKOLE,Nordregate 15,9690,HAVØYSUND
BERGSFJORD OPPVEKSTSENTER SKOL,Boks 1090,9580,BERGSFJORD
LAKSELV SKOLE/LEAVNNJA MÁNÁIDS,Skoleveien,9700,LAKSELV
TALVIK SKOLE,Mellomgjerdet 11,9540,TALVIK
HONNINGSVÅG SKOLE,KIRKEGATA 1,9750,HONNINGSVÅG
HØGTUN SKOLE,YSTNESVEIEN 34,9550,ØKSFJORD
FORSØL SKOLE,SKOLEVEIEN 20,9612,FORSØL
SØRVÆR OPPVEKSTSENTER - SKOLEN,HAVNEVEIEN 14,9595,SØRVÆR
LAKSELV VIDREGÅENDE SKOLE,Kirkeveien 25,9700,LAKSELV
REMA 1000 KAUTOKEINO,SUOMALUODDA 3,9520,KAUTOKEINO
BILLEFJORD SJØSAMISKE OPPVEKSTSENTER,Indre Billefjord,9710,INDRE BILLEFJORD
MÀZE SKOLE,Postboks 74,9525,MAZE
BØRSELV SKOLE,SKOLEGATA,9716,BØRSELV
TANA MOTESSORISKOLE,SØNDRE LUFTJOK 17,9842,TANA
BOFSTA OPPVEKSTSENTER,TANAFJORDVEIEN 2102,9841,TANA
 YX Karasjok,BIESKKÁNGEAIDNU 2,9731,KARASJOK
HASVIK SKOLE,Storgata 37,9590,HASVIK
REMA 1000 Karasjok,FITNODATGEAIDNU 16,9730,KARASJOK
BÅTSFJORD SKOLE,SKOLEGATA 62,9990,BÅTSFJORD
REMA 1000 Honningsvåg,NORDKAPPVEIEN 2,9750,HONNINGSVÅG
GUNNARNES SKOLE,TUFJORD,9670,TUFJORD
KARASJOGA SKUVLA/KARASJOK SKOLE,SKUVLLALUODDA 55,9730,KARASJOK
REMA 1000 Lakselv,TORGVEIEN 17,9700,LAKSELV
EXTRA KARASJOK AVD 1924,FITNODATGEAIDNU 1,9730,KARASJOK
CIRCLE K HAMMERFEST 55651,FUGLENESVEIEN 16,9600,HAMMERFEST
Narvesen 611 Rådhusplassen Hammerfest,SJØGATA 8,9600,HAMMERFEST
Kafe - Nye Hammerfest sykehus,KRANSVIKVEIEN 35,9601,HAMMERFEST
Esso Kautokeino,ÁLTTÁLUODDA 18,9520,KAUTOKEINO
Bunnpris Nissensenteret,SJØGATA 6,9600,HAMMERFEST
CIRCLE K  SKEI I JØLSTER,JØLSTRAVEGEN 3261,6843,SKEI I JØLSTER
YX Breim Byrkjelo,BREIMSVEGEN 1803,6826,BYRKJELO
REMA 1000 Sandane,GRANDAVEGEN 10,6823,SANDANE
Firda Tidend,VIKAVEGEN 1,6843,SKEI I JØLSTER
BAKAR JON,BREIMSVEGEN 1809,6826,BYRKJELO
REMA 1000 HUSNES,OPSANGERVEGEN 4,5460,HUSNES
HUSNES PIT-STOP SERVICE,TORALIVEGEN 14,5450,SUNDE I SUNNHORDLAND
COOP PRIX ROSENDAL,skålgato 4,5470,ROSENDAL
EXTRA HUSNES AVD 269,HEIAMYRO 11,5460,HUSNES
TELLEAVISER LAUSSALGSBUD,KVINNHERAD,5460,HUSNES
"M/F ""VIKINGEN""",LEGGES KAIEN ÅRSNES,5474,LØFALLSTRAND
NORDSIDO OPPVEKSTSENTER,TONGAVEGEN 20,5635,HATLESTRAND
FULLDISTRIB. 5480 L,HUSNES,5460,HUSNES
FULLDISTRIB. 5635 L,KANALVEGEN 52,5068,BERGEN
FULLDISTRIB. 5484 L,SPAR SÆBØVIK PIB,5454,SÆBØVIK
FULLDISTRIB. 5472 L,STØLSMYR 10,5542,KARMSUND
FULLDISTRIB. 5459 L,KANALVEGEN 52,5068,BERGEN
FULLDISTRIB. 5451 L,STØLSMYR 10,5542,KARMSUND
FULLDISTRIB. 5465 L,STØLSMYR 10,5542,KARMSUND
FULLDISTRIB. 5750 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5593,koppholen 21,4313,SANDNES
FULLDISTRIB. 5636 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5498 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5683 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5470 L,kanalvegen 52,5068,BERGEN
FULLDISTRIB. 5463 L,STØLSMYR 10,5542,KARMSUND
FULLDISTRIB. 5460 L,kanalvegen 52,5068,BERGEN
MAURANGER SKULE,Sunndalsvegen 640,5476,MAURANGER
USKEDALEN SKULE,Uskedalsvegen 552,5463,USKEDALEN
VALEN SKULE,Valevegen 42,5451,VALEN
MALMANGER OPPVEKSTSENTER/SKULE,ØYRO 2,5470,ROSENDAL
FULLDISTRIB. 5454 L,KANALVEIEN 52,5068,BERGEN
FULLDISTRIB. 5464,HEIAMYRO 15,5460,HUSNES
FULLDISTRIB. 5694 L,KANALVEIEN 52,5068,BERGEN
FULLDISTRIB. 5475,KANALVEIEN 52,5068,BERGEN
FULLDISTRIB. 5450,KANALVEIEN 52,5068,BERGEN
ØLVE MONTESSORISKULE,ØLVESVEGEN 461,5637,ØLVE
FULLDISTRIB. 5632,KANALVEIEN 52,5068,BERGEN
KVINNHERINGEN AVISHUSET,SENTRUMSVEGEN 42,5460,HUSNES
ROSENDAL MARINA,SKÅLAFJÆRO 17,5470,ROSENDAL
ROSENDAL BUBILPARKERING,SKÅLAFJÆRO 17,5470,ROSENDAL
HUSNES BÅTHAMN,SENTRUMSVEGEN 42,5460,HUSNES
ÅKRA OPPVEKSTSENTER,ÅKRAVEGEN 607,5499,ÅKRA
Shell Tanabru,RÅDHUSVEIEN 1,9845,TANA
COOP MARKED SVANVIK,VIA KIRKENES,9925,SVANVIK
Hesseng flerbrukssenter,HESSENGVEIEN 40,9912,HESSENG
Narvesen 685 Kirkenes Lufthavn,KIRKENES LUFTHAVN,9900,KIRKENES
Joker Henningsvær,DREYERS GATE 59,8312,HENNINGSVÆR
COOP MARKED SKROVA,VÆRET 9,8320,SKROVA
EXTRA MELBU,Chr. Frederiksens gate 1,8445,MELBU
Joker Sørvågen,MOSKENESVEIEN 865,8392,SØRVÅGEN
SPAR Borg,VIKINGVEIEN 346,8360,BØSTAD
Snarkjøp Digermulen,DIGERMULVEIEN 320,8324,DIGERMULEN
RAMBERG SKOLE,Postboks 16,8380,RAMBERG
SVOLVÆR SKOLE,VESTERMYRVEIEN 4,8300,SVOLVÆR
LAUKVIK SKOLE,Skoleveien 27,8315,LAUKVIK
SVARHOLT SKOLE,J.M.JOHANSENS VEI 246,8340,STAMSUND
BALLSTAD SKOLE,SKOTTNESVEIEN 257,8373,BALLSTAD
FYGLE SKOLE,Ramsvikveien 5,8370,LEKNES
BØSTAD SKOLE AVIS I SKOLEN,Vikingveien 459,8360,BØSTAD
GIMSØY SKOLE,STATSVEIEN 654,8314,GIMSØYSAND
BUKSNES SKOLE AVIS I SKOLEN,Skoleveien 3,8372,GRAVDAL
LEKNES SKOLE,IDRETTSGATA 54,8370,LEKNES
HENNINGSVÆR SKOLE,HENNINGSVÆR,8312,HENNINGSVÆR
BUNNPRIS RAMBERG,FLAKSTADVEIEN 458,8380,RAMBERG
ELTOFT MONTESSORISKOLE,STEINFJORDVEIEN 291,8360,BØSTAD
OPDØL MONTESSORISKOLE,LEKNESVEIEN 413,8370,LEKNES
KABELVÅG UNGDOMSSKOLE,SORENSKRIVERGATA 2,8310,KABELVÅG
RØST BARNE- OG UNGDOMSSKOLE,RØSTLANDVEIEN 37,8064,RØST
COOP PRIX REINE,AVD 7,8390,REINE
MATKROKEN SØRVÅGEN,MOSKENESVEIEN 903,8392,SØRVÅGEN
RAMBERG SKOLE AVIS I SKOLEN,Postboks 16,8380,RAMBERG
SVARHOLT SKOLE,J.M.Johansensvei 246,8340,STAMSUND
SØRVÅGEN SKOLE,Sørvågen,8392,SØRVÅGEN
FULLDISTRIB 8311,DREYERS GATE 59,8312,HENNINGSVÆR
Coop Prix Korsvegen,HØLONDVEGEN 2051,7212,KORSVEGEN
COOP PRIX HOVIN,KROGSTADVEGEN 6,7236,HOVIN I GAULDAL
COOP PRIX KVÅL,VASSFJELLVEGEN 6,7228,KVÅL
COOP PRIX LER,MUSSUGATA 10,7234,LER
EXTRA STØREN,STASJONSVEIEN 7,7290,STØREN
COOP PRIX LUNDAMO AVD 093,LUNDAMOVEGEN 461,7232,LUNDAMO
EXTRA MELHUS,JERNBANEVEGEN 11,7224,MELHUS
KIWI 111 BUVIKA,KIWI BUVIKA,7350,BUVIKA
REMA 1000 Melhus Torg,PER BORTENS VEG 3,7224,MELHUS
Coop Prix Skaun,SKAUNAVEGEN 920,7357,SKAUN
REMA 1000 GAULA,Martin Tranmæls veg 38,7224,MELHUS
Avisa Gaula,RÅDHUSVEGEN 3,7224,MELHUS
Coop Marked Hølonda 282101,HØLONDVEGEN 3112,7213,GÅSBAKKEN
KIWI 497 SJØGATA,SJØGATA 15,1516,MOSS
KIWI 493 HØYDEN,ØREVEIEN 76,1528,MOSS
KIWI 495 RYGGE,STASJONSVEIEN 12,1580,RYGGE
EUROPRIS MOSS PLUSS,MIDTVEIEN 5,1526,MOSS
MENY HØYDEN,RYGGEVEIEN 96,1528,MOSS
St1 Øre,RYGGEVEIEN 40,1523,MOSS
EXTRA KAMBO,Skredderveien 2,1537,MOSS
KIWI 352 TIGERPLASSEN,Osloveien 46,1534,MOSS
KIWI 377 KAMBO,WANKELS VEI 2,1539,MOSS
RENOLIT KIOSK AS,CARLBERGVEIEN 2,1526,MOSS
COOP OBS RYGGE,CARLBERGVEIEN 2,1526,MOSS
Uno X YX 7-Eleven 7556 Rygge,RYGGEVEIEN 348,1580,RYGGE
REMA 1000 RYGGEVEIEN,Gartnerveien 11,1526,MOSS
KIWI 546 Melløs,RABEKKGATA 2,1523,MOSS
REMA 1000 VARNAVEIEN,Varnaveien 30,1523,MOSS
KIWI 591 SALTNES,SALTNESBEKKEN 2,1642,SALTNES
KIWI 592 RÅDE,MOSSEVEIEN 50,1640,RÅDE
MENY MOSSEPORTEN,Patterødveien 2,1599,MOSS
Joker Larkollen,SKOGLYVEIEN 1,1560,LARKOLLEN
SPAR Sperrebotn,VÅLERVEIEN 925,1591,SPERREBOTN
KIWI 446 SON,SAGAVEIEN 2,1555,SON
KIWI 596 REFSNES,REFSNESALLEEN 66,1518,MOSS
EXTRA JELØY,TRONVIKVEIEN 1,1517,MOSS
REMA 1000 SON,GARTNERVEIEN 3,1554,SON
REMA 1000 MOSSEPORTEN,PATTERØDVEIEN 2,1599,MOSS
REMA 1000 HALMSTAD,RYGGEVEIEN 375,1580,RYGGE
EXTRA VARNAVEIEN,VARNAVEIEN 43,1526,MOSS
BREDSAND VEISERVICE,RYGGEVEIEN 135,1570,DILLING
REMA 1000 Råde,SARPSBORGVEIEN 9,1640,RÅDE
NARVESEN 204 MOSS JERNBANESTASJON,JERNBANEGATA 1,1531,MOSS
MENY Amfi Moss,STORGATA 41,1531,MOSS
REMA 1000 Amfisenteret,BJØRNSON TERRASSE 1,1530,MOSS
Råde Veiservice,MOSSEVEIEN 18,1640,RÅDE
SPAR EKHOLT,EKHOLTVEIEN 2,1526,MOSS
SPAR VÅLERVEIEN,Vålerveien 86,1597,MOSS
Bjørnen,DYREVEIEN 20,1524,MOSS
Flemminghjørnet Veiservice,KONGENS GATE 42,1530,MOSS
Coop Prix Bleikvassli,LANGLIVEIEN 4,8647,BLEIKVASSLIA
COOP PRIX BJERKA,NERGÅRDSGATA 11,8643,BJERKA
NESNASTASJON A/S,HAVNEVEIEN 4,8700,NESNA
Extra Korgen,MEIERIVEIEN 1,8646,KORGEN
JOKER SLENESET,STRAUMEN 4,8762,SLENESET
JOKER KVINA,TONNESVEIEN 30,8752,KONSVIKOSEN
Circle K Korgen,LEIRSKARDVEIEN 6,8646,KORGEN
MIX ALBRIGTSEN KIOSK,Nord-Herøy veien 29,8850,HERØY
KORGEN VERTSHUS,RØYRDALSMOEN 17,8646,KORGEN
FULLDISTRIB. 8725,MELLOMVIKA 55,8622,MO I RANA
FANAPOSTEN,ØSTRE NESTTUNVEGEN 6,5221,NESTTUN
FANAPOSTEN AS,KONG CHRISTIAN FREDRIKSPLASS 3,5006,BERGEN
REMA 1000 Søreide,DOLVIKBAKKEN 4,5252,SØREIDGREND
COOP MARKED KVIKNE,ENAN,2512,KVIKNE
Extra Røros,HAVSJØVEIEN 3,7374,RØROS
ESSO RØROS,JOHAN FALKBERGETS VEI 8,7374,RØROS
KIWI 102 RØROS,TOLLEF BREDALS VEI 3,7374,RØROS
Coop Prix Haltdalen,HEKSEMSVEGEN 77,7383,HALTDALEN
Coop Prix Singsås,SINGSÅS COOP,7387,SINGSÅS
REMA 1000 RØROS,FALUNVEIEN 9,7374,RØROS
COOP MARKED BREKKEN,MELLOMRIKSVEIEN 2,7370,BREKKEBYGD
COOP MARKED GLÅMOS,STASJONSVEIEN 5,7372,GLÅMOS
COOP MARKED ÅLEN,MALMVEGEN 722,7380,ÅLEN
COOP MEGA RØROS,PEDER HIORTGATA 7,7374,RØROS
ARBEIDETS RETT,KJERKGATA 2,7374,RØROS
BREKKEN SKOLE,Brekkebygd,7370,BREKKEBYGD
HALTDALEN OPPVEKSTSENTER,Knuten 121,7383,HALTDALEN
HOV SKOLE,Malmvegen 669,7380,ÅLEN
KVIKNE SKOLE OG BARNEHAGE,VOLLANVEIEN 54,2512,KVIKNE
RØROS GRUNNSKOLE,PEDER HIORTGATA 22,7374,RØROS
FULLDISTR. 7580,Torgardstrøa 18,7093,TILLER
FULLDISTR. 7584,Torgardstrøa 18,7093,TILLER
FULLDISTR. 7590,Torgardstrøa 18,7093,TILLER
FULLDISTR. 7591,Tydal,7590,TYDAL
STRAND OPPVEKSTSENTER,HESTVIKVEIEN 51,7247,HESTVIKA
JOKER DALSBYGDA,MOSENGVEIEN 475,2552,DALSBYGDA
BØRSA SKOLE,ROSSMOVEGEN 1,7353,BØRSA
GLÅMOS OPPVEKSTSENTER,GLÅMOSVEIEN 25,7372,GLÅMOS
SINGSÅS SKOLE,FORDALSVEIEN 33,7387,SINGSÅS
RENNEBU BARNE- OG U-SKOLE,MYRVEIEN 3,7391,RENNEBU
"AVIS I SKOLEN, TR.LAG",TORHAUGEN 18,7630,ÅSEN
Circle K Røros,HAVSJØVEIEN 7,7374,RØROS
Circle K Alvdal,NORD-ØSTERDALSVEIEN 5196,2560,ALVDAL
Nye Røros Sport AS,BERGMANNSGATA 13,7374,RØROS
KVIKNE SKOLE,VOLLANVEIEN 54,2512,KVIKNE
KIWI 330 YTRE ENEBAKK,GJEVERSRUDVEIEN 1,1914,YTRE ENEBAKK
Joker Enebakk,PRESTEGÅRDSVEIEN 2,1912,ENEBAKK
FULLDISTRIBUSJON 1916,KJENSLIVEIEN 1,1911,FLATEBY
ENEBAKK AVIS ARKIVAVISER,LILLESTRØMVEIEN 671,1912,ENEBAKK
MENY HALDEN,WALKERS GATE 4,1771,HALDEN
EUROPRIS HALDEN,WALKERS GATE 12,1771,HALDEN
EXTRA HALDEN,GRØNLAND 6,1767,HALDEN
EXTRA BRAVEIEN,B R A VEIEN 55,1782,HALDEN
KIWI 383 BRØDLØS,ROKKEVEIEN 10,1779,HALDEN
THON HOTEL HALDEN,LANGBRYGGA 1,1767,HALDEN
MIX TEX-PIZZA'N,RØDSVEIEN 53,1781,HALDEN
EXTRA NÆRIDSRØD,ASAKVEIEN 27,1785,HALDEN
YX Aremark,AREMARKVEIEN 2260,1798,AREMARK
KIWI 597 OLAV Vs GATE,OLAV VS GATE 4,1767,HALDEN
REMA 1000 RISUM,IDDEVEIEN 29,1769,HALDEN
REMA 1000 BRØDLØS,B R A VEIEN 54,1782,HALDEN
SPAR Halden,RØDSVEIEN 74,1781,HALDEN
REMA 1000 TISTEDAL,AREMARKVEIEN 4,1792,TISTEDAL
REMA 1000 HØVLERIET,WALKERS GATE 8,1771,HALDEN
Joker Torvet Halden,STORGATA 2,1767,HALDEN
REMA 1000 Busterudgate,BUSTERUDGATA 11,1776,HALDEN
KIWI 349 Svinesundsveien,SVINESUNDSVEIEN 330,1788,HALDEN
KIWI 964 Risum,IDDEVEIEN 35,1769,HALDEN
"Narvesen 392 Tista senter, Halden",WALKERS GATE 4,1771,HALDEN
KIWI 413 BERGENHUSKRYSSET,SARPSBORGVEIEN 1,1890,RAKKESTAD
Coop Prix Degernes,IDRETTSVEIEN 2,1892,DEGERNES
REMA 1000 Rakkestad,STORGATA 64,1890,RAKKESTAD
JOKER KARUSELLBERGET,HÆSTADVEIEN 5,8820,DØNNA
Coop Prix Leirfjord,LEIRFJORDVEIEN 220,8890,LEIRFJORD
COOP PRIX VIK,SENTRUMSVEIEN 1,8920,SØMNA
EXTRA SANDNESSJØEN,FORSHAUGEN 2,8805,SANDNESSJØEN
COOP EXTRA SALHUS,SALHUSMARKA 5,8907,BRØNNØYSUND
JOKER TJØTTA,NORDSJØVEIEN 2,8860,TJØTTA
SPAR HERØY,TENNVEIEN 2,8850,HERØY
KIWI 127 Sandnessjøen,ØYVIND SENTERET 1,8803,SANDNESSJØEN
COOP PRIX VELFJORD,RUGÅSHYLLA 7,8960,VELFJORD
SPAR VEGA,GLADSTAD,8980,VEGA
COOP MARKED VEVELSTAD,FORVIKVEIEN 130,8976,VEVELSTAD
COOP PRIX VEGA,GLADSTAD,8980,VEGA
SPAR Brønnøysund,SALHUSMARKA 2,8907,BRØNNØYSUND
FIPLINGDAL LANDHANDEL SA,Bjørnmyrveien 2,8685,TROFORS
Bunnpris Leirfjord,SKOLEDALSVEIEN 26,8890,LEIRFJORD
EXTRA LYNGÅSEN,NOVIKVEIEN 109,8802,SANDNESSJØEN
St1 Sandnessjøen,ØYVIND LAMBES VEI 2,8803,SANDNESSJØEN
REMA 1000 Sandnessjøen,NESSET 1,8800,SANDNESSJØEN
Narvesen 282 Kaia,RICHARD WITHS GATE 1,8800,SANDNESSJØEN
REMA 1000 Lyngåsen,NOVIKVEIEN 113,8802,SANDNESSJØEN
Circle K Egersund,JERNBANEVEIEN 30,4370,EGERSUND
SPAR SVANEDALGÅRDEN,SPINNERIGATEN 13,4370,EGERSUND
KIWI 662 EGERSUND,JERNBANEVEIEN 2,4370,EGERSUND
EXTRA MOI,ØYEVOLLVEIEN 4,4460,MOI
KIWI 680 MOI,HAUKLANDSVEIEN 22,4460,MOI
ESSO VIKESÅ,Bjerkreimsvegen 900,4389,VIKESÅ
SPAR EIGERØY,UFØRFJELLVEIEN 1,4374,EGERSUND
EXTRA SOKNDAL,MYRVEIEN 6,4380,HAUGE I DALANE
COOP MEGA EGERSUND,FABRIKKGATEN 2,4370,EGERSUND
Joker Egersund,NONSFJELLVEIEN 57,4371,EGERSUND
MIX Favorit,JOHAN FEYERS GATE 4,4370,EGERSUND
EXTRA VIKESÅ,Vikesgåta 1,4389,VIKESÅ
Circle K Vikeså,VIKESÅGATA 2,4389,VIKESÅ
Extra Bøesenteret 265701,SOKNDALSVEIEN 140,4372,EGERSUND
KIWI 653 EIEKRYSSET,LINDØYVEIEN 1,4373,EGERSUND
AIS Eigerøy skole,UFØRFJELLVEIEN 41,4374,EGERSUND
AIS Gamleveien skole,GAMLEVEIEN 87,4370,EGERSUND
Grøne Bråden skole,GRØNE BRÅDEN 31,4373,EGERSUND
REMA 1000 Egersund,KVELLURVEIEN 1,4373,EGERSUND
Narvesen 480 Rutebilstasjonen,VÅGSGATA 22,4306,SANDNES
REMA 1000 Årstaddalen,GAMLE SOKNDALSVEIEN 53,4372,EGERSUND
EXTRA LYE,Prestegardsmarka 2,4347,LYE
SPAR BRYNE,ARNE GARBORGS VEG 15,4344,BRYNE
KIWI 617 ROSSELAND,KONG HAAKONS VEG 1,4345,BRYNE
KIWI 624 VERDALEN,VERDALSVEGEN 2,4352,KLEPPE
COOP MEGA NÆRBØ,TORGGATA 2,4365,NÆRBØ
ESSO VARHAUG,VARHAUGVEGEN 17,4360,VARHAUG
SPAR VARHAUG,STASJONSVEGEN 16,4360,VARHAUG
Extra Orre,POLLESTADVEGEN 330,4343,ORRE
KIWI 646 NÆRBØ,BERNERVEGEN 27,4365,NÆRBØ
ESSO BRYNE,ARNE GARBORGSVEI 92,4340,BRYNE
KIWI 647 BRYNE TORG,JERNBANEGT. 12,4340,BRYNE
Coop Mega Klepp,SOLAVEGEN 25,4351,KLEPPE
EXTRA KLEPP STASJON,STASJONSVEIEN 268,4353,KLEPP STASJON
COOP OBS BRYNE,JUPITERVEGEN 2,4340,BRYNE
COOP MEGA ÅLGÅRD,OLE NIELSENS VEI 28,4330,ÅLGÅRD
EXTRA KVERNALAND,LEIRFENVEGEN 2,4355,KVERNALAND
Circle K Nærbø,BERNERVEGEN 5,4365,NÆRBØ
Extra Varhaug,UELANDSGATA 4,4360,VARHAUG
Extra Øksnevad,PLOGFABRIKKVEGEN 1,4353,KLEPP STASJON
REMA 1000 KLEPP,JÆRVEGEN 539,4350,KLEPPE
KIWI 693 Kvernaland,THEODOR DAHLS VEG 2,4355,KVERNALAND
REMA 1000 Nærbø,TORLANDSVEGEN 1,4365,NÆRBØ
REMA 1000 HÅLAND,HOGNESTADVEGEN 90,4344,BRYNE
KIWI 651 KLEPP,K.K. KLEPPES VEG 2,4350,KLEPPE
AIS Bø skule,VÅLANDSVEGEN 4,4365,NÆRBØ
Fulldistrib. 4376,LINDØYVEIEN 1,4373,EGERSUND
AIS Bryne skule,OLA BARKVEDS VEG 16,4340,BRYNE
Tu skule,LALANDSVEGEN 410,4341,BRYNE
AIS Varhaug skule,EIKEVEGEN 5,4360,VARHAUG
REMA 1000 Bryne,REEVEGEN 13,4340,BRYNE
REMA 1000 Verdalen,BJØRKESTUBBEN 4,4351,KLEPPE
Frøyland skule,KRÅVEGEN 2,4355,KVERNALAND
Orre skule,ROSLANDSVEGEN 366,4343,ORRE
REMA 1000 Vigrestad,GRØNHOLSVEGEN 5,4362,VIGRESTAD
BRYNE VIDAREGÅANDE SKULE,HETLANDSGATA 27,4344,BRYNE
KLEPPE SKULE,VIERVEGEN 10,4351,KLEPPE
OGNA SKULE,KYRKJEBERGET 2,4364,SIREVÅG
HOGNESTAD SKULE,HÅGENHOLEN 1,4346,BRYNE
VIGRESTAD SKULE,NYMANNSVEGEN 2,4362,VIGRESTAD
Joker Brustadbua Bryne,REEVEGEN 13,4340,BRYNE
Jærbladet  AS,MEIERIGATA 22,4340,BRYNE
Joker Hokksund,LOESMOVEIEN 51,3300,HOKKSUND
KIWI 008 NESBYEN,JORDESHAGEN 4,3540,NESBYEN
MENY Krokstadelva,FLISVEIEN 1,3055,KROKSTADELVA
MENY BRAKERØYA,BRANDTENBORGGATA 1,3012,DRAMMEN
MENY ÅSSIDEN,INGENIØR RYBERGS GATE 56,3024,DRAMMEN
EUROSPAR EIKERSENTERET,BRÅTAN 3,3300,HOKKSUND
MENY KONNERUD,PETTERSVOLLEN 3,3032,DRAMMEN
MENY GULSKOGEN,PROFESSOR SMITHS ALLE 66,3048,DRAMMEN
KIWI 314 ÅSKOLLEN,NORDBYVEIEN 75,3038,DRAMMEN
KIWI 319 Krokstadelva,BRUVEIEN 6,3055,KROKSTADELVA
KIWI 332 XL Ligosenteret,BETZY KJELSBERGS VEI 263,3028,DRAMMEN
KIWI 342 SOLBERGELVA,GAMLE RIKSVEI 98,3057,SOLBERGELVA
KIWI 361 STRØMSØ,TORDENSKIOLDS GATE 22,3044,DRAMMEN
KIWI 366 AUSTADVEIEN,AUSTADVEIEN 84,3034,DRAMMEN
KIWI 368 BRAKERØYA,HOLMENS GATE 12,3012,DRAMMEN
KIWI 369 ØVRE STORGATE,ØVRE STORGATE 6,3018,DRAMMEN
KIWI 375 LANDFALLØYA,LANDFALLØYA 109,3023,DRAMMEN
KIWI 411 STENSETH,NORDLYSVEIEN 5,3055,KROKSTADELVA
SPAR Kristensen,HOLMESTRANDSVEIEN 34,3041,DRAMMEN
REMA 1000 GULSKOGEN,PROFESSOR SMITHS ALLE 54,3048,DRAMMEN
MENY UNION BRYGGE,GRØNLAND 43,3045,DRAMMEN
KIWI 526 NORESUND,KRØDERFJORDVEIEN 1675,3536,NORESUND
MIX Drammen Sykehus,DRONNINGGATA 28,3004,DRAMMEN
SPAR Torget Vest,RÅDHUSGATA 2,3016,DRAMMEN
YX Klokkarstua,ÅSHEIMVEIEN 32,3490,KLOKKARSTUA
SHELL/7-ELEVEN 7583 GULLAUG,RØYKENVEIEN 12,3427,GULLAUG
KIWI 570 GULSKOGEN,GULDLISTEN 35,3048,DRAMMEN
NÆRBUTIKKEN EIDSFOSS,BRÅTAGATA 52,3095,EIDSFOSS
SPAR CC DRAMMEN,TOMTEGATA 36,3012,DRAMMEN
COOP OBS BUSKERUD,SANDSGATA 20,3055,KROKSTADELVA
Joker Drammen Togstasjon,STRØMSØ TORG 1,3044,DRAMMEN
Joker Konnerudgata,KONNERUDGATA 33,3045,DRAMMEN
KIWI 504 STRØMSØ SENTER,BJØRNSTJERNE BJØRNSONS GATE 60,3044,DRAMMEN
YX Hof,Haslestadlinna 2,3090,HOF
KIWI 577 KOBBERVIKDALEN,DRÅPEN 2,3036,DRAMMEN
EXTRA AUSTAD,AUSTADVEIEN 1,3043,DRAMMEN
EXTRA BYHAVEN,SCHULTZ GATE 14,3044,DRAMMEN
REMA 1000 TOLLBUGATEN,TOLLBUGATA 114,3041,DRAMMEN
DRAMMENS TIDENDE,Strømsø Torg 9,3044,DRAMMEN
OPUS DRAMMEN,BETZY KJELSBERGS VEI 280,3028,DRAMMEN
HALLERMOEN SKOLE,Vargveien 15,3030,DRAMMEN
Rema 1000 Konnerud,JARLSBERGVEIEN 3,3032,DRAMMEN
MIX CC Drammen,TOMTEGATA 36,3012,DRAMMEN
KIWI 271 Konnerud,PETTERSVOLLEN 3,3032,DRAMMEN
NÆRBUTIKKEN HOLMSBU,THOMASLØKKEN 2,3484,HOLMSBU
SHELL MJØNDALEN,STRANDVEIEN 43,3050,MJØNDALEN
REMA 1000 HOKKSUND,VESTRE BRUGATE 2,3300,HOKKSUND
KIWI 263 KLOKKARSTUA,FARVELBAKKEN 3,3490,KLOKKARSTUA
Extra Vårveien,VÅRVEIEN 16,3024,DRAMMEN
ESSO/DELI DE LUCA KOBBERVIKDALEN,E18 67,3036,DRAMMEN
Esso Deli de Luca Amtmannsvingen,RINGERIKSVEIEN 1,3414,LIERSTRANDA
REMA 1000 SPIKKESTAD,SPIKKESTADVEIEN 128,3430,SPIKKESTAD
SOLBERG SKOLE,GAMLE RIKSVEI 57,3057,SOLBERGELVA
REMA 1000 ORKIDEHØGDA,ORKIDEHØGDA 11,3050,MJØNDALEN
REMA 1000 Åssiden,INGENIØR RYBERGS GATE 114,3027,DRAMMEN
Narvesen 353 Drammen Jbst.,STRØMSØ TORG 1,3044,DRAMMEN
JOKER TOPPENHAUG,TORD PEDERSENS GATE 5,3014,DRAMMEN
